#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi    ft
2007 10 03 15 00 111  8.7 10.6  2.15  9.09  5.59 999 1014.8  26.7  27.4 999.0 99.0 99.00
2007 10 03 16 00 104  8.8 10.9  2.32  9.09  5.63 999 1015.1  26.7  27.4 999.0 99.0 99.00
2007 10 03 17 00 101  8.5 10.0  2.07  7.69  5.45 999 1015.6  26.7  27.4 999.0 99.0 99.00
2007 10 03 18 00 108  8.8 10.3  2.28  9.09  5.71 999 1016.2  26.9  27.3 999.0 99.0 99.00
2007 10 03 19 00 108  8.8 10.5  2.39  7.69  5.86 999 1016.8  26.9  27.4 999.0 99.0 99.00
2007 10 03 20 00 103  8.2  9.7  2.37  9.09  5.75 999 1017.2  26.9  27.4 999.0 99.0 99.00
2007 10 03 21 00  96  7.3  8.4  2.30  7.69  5.85 999 1017.1  26.9  27.4 999.0 99.0 99.00
2007 10 03 22 00 102  7.4  9.0  2.37  9.09  5.88 999 1016.6  26.8  27.4 999.0 99.0 99.00
2007 10 03 23 00 105  7.4  8.8  2.35  6.67  5.99 999 1015.8  26.9  27.4 999.0 99.0 99.00
2007 10 04 00 00 105  7.8  9.3  2.20  9.09  5.85 999 1015.0  26.8  27.4 999.0 99.0 99.00
2007 10 04 01 00  96  7.7  9.0  2.19  7.69  5.59 999 1014.1  27.0  27.5 999.0 99.0 99.00
2007 10 04 02 00 112  6.4  7.4  2.22  8.33  5.72 999 1014.0  27.0  27.5 999.0 99.0 99.00
2007 10 04 03 00 104  5.8  7.5  2.28  8.33  5.87 999 1014.2  27.0  27.5 999.0 99.0 99.00
2007 10 04 04 00  82  6.1  7.5  2.35  8.33  5.94 999 1014.4  27.0  27.4 999.0 99.0 99.00
2007 10 04 05 00  73  6.3  7.8  2.19  9.09  5.90 999 1014.7  26.9  27.4 999.0 99.0 99.00
2007 10 04 06 00  80  7.8  9.6  2.21  9.09  5.91 999 1015.2  26.6  27.4 999.0 99.0 99.00
2007 10 04 07 00  82  7.2  8.3  2.03  8.33  5.59 999 1015.9  26.6  27.4 999.0 99.0 99.00
2007 10 04 08 00  80  6.8  7.8  2.01  7.14  5.76 999 1016.4  26.6  27.4 999.0 99.0 99.00
2007 10 04 09 00  90  6.6  7.9  2.00  7.69  5.71 999 1016.4  26.5  27.4 999.0 99.0 99.00
2007 10 04 10 00 107  5.4  6.7  2.01  8.33  5.91 999 1016.1  26.5  27.4 999.0 99.0 99.00
2007 10 04 11 00  99  5.1  6.8  2.23  7.14  5.95 999 1015.8  26.4  27.4 999.0 99.0 99.00
2007 10 04 12 00 101  6.1  7.5  2.19  8.33  5.87 999 1015.4  25.9  27.4 999.0 99.0 99.00
2007 10 04 13 00 105  7.4  8.6  2.05  8.33  5.61 999 1014.7  26.6  27.4 999.0 99.0 99.00
2007 10 04 14 00 119  6.1  7.3  2.12  8.33  5.83 999 1014.6  26.6  27.4 999.0 99.0 99.00
2007 10 04 15 00 111  6.0  7.1  1.90  7.14  5.55 999 1014.7  26.6  27.4 999.0 99.0 99.00
2007 10 04 16 00 115  6.6  7.7  2.02  7.69  5.71 999 1014.8  26.7  27.4 999.0 99.0 99.00
2007 10 04 17 00 113  6.7  8.6  2.03  7.69  5.82 999 1015.1  26.6  27.3 999.0 99.0 99.00
2007 10 04 18 00  95 10.5 12.6  1.98  7.69  5.66 999 1015.8  25.8  27.3 999.0 99.0 99.00
2007 10 04 19 00 115  6.9  8.1  2.08  8.33  5.40 999 1016.7  25.5  27.3 999.0 99.0 99.00
2007 10 04 20 00  98  6.3  7.8  2.04  9.09  5.89 999 1016.8  26.6  27.4 999.0 99.0 99.00
2007 10 04 21 00  94  5.3  6.1  1.97  7.69  5.78 999 1016.8  26.6  27.4 999.0 99.0 99.00
2007 10 04 22 00  77  4.8  6.2  2.14  8.33  6.00 999 1016.4  26.5  27.4 999.0 99.0 99.00
2007 10 04 23 00  67  5.7  6.9  2.09  7.69  5.99 999 1015.4  26.5  27.4 999.0 99.0 99.00
2007 10 05 00 00  69  6.6  7.9  2.01  8.33  5.91 999 1014.7  26.4  27.4 999.0 99.0 99.00
2007 10 05 01 00  93  6.0  7.1  2.02  8.33  5.86 999 1014.2  26.1  27.5 999.0 99.0 99.00
2007 10 05 02 00  98  5.4  6.9  1.94  7.69  5.74 999 1014.0  26.5  27.5 999.0 99.0 99.00
2007 10 05 03 00 111  4.6  6.2  1.99  7.69  5.82 999 1014.3  26.5  27.4 999.0 99.0 99.00
2007 10 05 04 00 100  4.0  4.9  1.91  8.33  5.77 999 1014.5  26.4  27.4 999.0 99.0 99.00
2007 10 05 05 00 115  8.8 10.2  1.99  7.69  5.82 999 1015.4  23.5  27.4 999.0 99.0 99.00
2007 10 05 06 00 141  3.8  4.7  1.82  6.67  5.53 999 1016.2  24.7  27.4 999.0 99.0 99.00
2007 10 05 07 00 117  5.4  7.5  2.03  7.69  5.93 999 1016.8  25.4  27.4 999.0 99.0 99.00
2007 10 05 08 00 130  4.9  6.1  1.78  8.33  5.58 999 1016.9  25.3  27.4 999.0 99.0 99.00
2007 10 05 09 00  83  5.2  6.4  1.97  8.33  5.75 999 1016.5  25.7  27.4 999.0 99.0 99.00
2007 10 05 10 00  86  5.9  6.8  1.87  8.33  5.90 999 1015.8  26.2  27.4 999.0 99.0 99.00
2007 10 05 11 00  88  7.5  9.0  1.93  7.14  5.66 999 1015.2  26.6  27.4 999.0 99.0 99.00
2007 10 05 12 00 116  8.2 10.9  1.94  7.14  5.57 999 1014.9  26.2  27.4 999.0 99.0 99.00
2007 10 05 13 00  85  4.1  5.1  2.09  7.69  5.82 999 1014.4  25.8  27.4 999.0 99.0 99.00
2007 10 05 14 00 143  5.1  6.3  1.84  6.67  5.41 999 1014.1  24.7  27.4 999.0 99.0 99.00
2007 10 05 15 00  90  3.2  4.3  1.95  8.33  5.79 999 1014.0  25.4  27.4 999.0 99.0 99.00
2007 10 05 16 00 102  5.3  6.2  2.05  8.33  5.91 999 1014.3  25.9  27.3 999.0 99.0 99.00
2007 10 05 17 00 117  8.4 10.2  2.07  7.14  5.47 999 1014.6  24.6  27.3 999.0 99.0 99.00
2007 10 05 18 00 102  6.4  8.0  2.21  7.69  5.67 999 1015.2  25.8  27.4 999.0 99.0 99.00
2007 10 05 19 00 114  6.7  7.9  1.97  7.69  5.72 999 1015.5  26.1  27.4 999.0 99.0 99.00
2007 10 05 20 00 104  6.3  7.4  2.40  7.14  6.04 999 1016.1  26.3  27.4 999.0 99.0 99.00
2007 10 05 21 00 101  7.0  8.2  2.23  7.69  5.82 999 1016.1  26.0  27.4 999.0 99.0 99.00
2007 10 05 22 00 116  8.1  9.6  2.24  7.69  5.80 999 1016.0  25.6  27.4 999.0 99.0 99.00
2007 10 05 23 00 117  8.1  9.6  2.47  7.69  6.02 999 1015.3  25.3  27.4 999.0 99.0 99.00
2007 10 06 00 00 112  8.3 10.0  2.57  9.09  5.90 999 1014.7  25.8  27.4 999.0 99.0 99.00
2007 10 06 01 00  87  8.2  9.8  2.39  9.09  5.93 999 1014.1  25.9  27.4 999.0 99.0 99.00
2007 10 06 02 00  95  8.6 10.6  2.39  8.33  5.87 999 1014.4  24.6  27.4 999.0 99.0 99.00
2007 10 06 03 00  89  3.4  4.2  2.45  9.09  6.08 999 1014.4  25.7  27.4 999.0 99.0 99.00
2007 10 06 04 00  94  5.4  6.6  2.10  7.69  6.17 999 1014.7  26.2  27.4 999.0 99.0 99.00
2007 10 06 05 00  98  5.9  7.5  2.01  7.69  6.03 999 1015.2  26.4  27.4 999.0 99.0 99.00
2007 10 06 06 00  93  6.1  7.2  2.19  9.09  6.38 999 1015.7  26.4  27.4 999.0 99.0 99.00
2007 10 06 07 00  81  6.2  7.6  2.13  8.33  6.13 999 1016.5  26.6  27.4 999.0 99.0 99.00
2007 10 06 08 00  82  6.6  7.7  2.11  7.69  6.05 999 1016.8  26.7  27.4 999.0 99.0 99.00
2007 10 06 09 00  78  6.1  7.5  2.14  7.69  6.11 999 1016.7  26.7  27.4 999.0 99.0 99.00
2007 10 06 10 00  73  5.9  7.0  2.10  7.69  6.13 999 1016.4  26.6  27.3 999.0 99.0 99.00
2007 10 06 11 00  80  6.0  7.4  1.95  8.33  6.16 999 1016.1  26.5  27.3 999.0 99.0 99.00
2007 10 06 12 00  83  4.9  5.8  2.04  9.09  6.31 999 1015.3  26.3  27.3 999.0 99.0 99.00
2007 10 06 13 00  91  4.0  5.4  2.13  9.09  6.66 999 1015.0  26.3  27.3 999.0 99.0 99.00
2007 10 06 14 00 104  5.3  6.9  2.15  9.09  6.44 999 1014.5  26.5  27.3 999.0 99.0 99.00
2007 10 06 15 00 108  5.3  6.4  1.93  8.33  6.12 999 1014.7  26.5  27.3 999.0 99.0 99.00
2007 10 06 16 00 104  5.7  6.9  2.14  9.09  6.27 999 1015.0  26.6  27.3 999.0 99.0 99.00
2007 10 06 17 00 112  5.9  7.2  2.12  8.33  6.31 999 1015.5  26.6  27.3 999.0 99.0 99.00
2007 10 06 18 00 123  7.1  8.4  2.05  9.09  6.02 999 1015.7  26.8  27.3 999.0 99.0 99.00
2007 10 06 19 00  64  9.0 10.5  2.42  9.09  5.95 999 1016.4  24.9  27.3 999.0 99.0 99.00
2007 10 06 20 00  45  6.5  7.9  2.19  6.67  5.59 999 1016.5  25.8  27.3 999.0 99.0 99.00
2007 10 06 21 00  53  8.6 10.4  2.36  9.09  6.06 999 1016.2  26.2  27.3 999.0 99.0 99.00
2007 10 06 22 00  44  6.6  8.0  2.30  9.09  5.76 999 1015.9  26.2  27.3 999.0 99.0 99.00
2007 10 06 23 00  57  6.6  8.1  2.36  9.09  5.94 999 1014.9  26.4  27.4 999.0 99.0 99.00
2007 10 07 00 00  40  5.5  6.9  2.48  7.69  6.03 999 1014.1  24.5  27.4 999.0 99.0 99.00
2007 10 07 01 00  56  2.5  3.7  2.30  7.69  6.04 999 1013.7  25.4  27.3 999.0 99.0 99.00
2007 10 07 02 00  50  3.6  4.6  2.26  7.69  6.09 999 1013.8  25.9  27.4 999.0 99.0 99.00
2007 10 07 03 00  71  4.1  5.0  2.29  9.09  6.20 999 1013.7  26.3  27.4 999.0 99.0 99.00
2007 10 07 04 00  90  6.7  7.8  2.19  8.33  6.01 999 1014.2  26.1  27.3 999.0 99.0 99.00
2007 10 07 05 00  86  5.0  6.4  2.18  7.14  5.96 999 1014.5  26.1  27.3 999.0 99.0 99.00
2007 10 07 06 00 111  4.9  6.0  2.18  7.69  6.28 999 1014.9  26.1  27.3 999.0 99.0 99.00
2007 10 07 07 00  85  4.8  7.5  2.11  8.33  6.13 999 1015.5  26.0  27.3 999.0 99.0 99.00
2007 10 07 08 00  55  6.6  8.1  2.11  9.09  6.14 999 1015.5  26.4  27.3 999.0 99.0 99.00
2007 10 07 09 00  45  5.7  7.2  2.13  9.09  5.93 999 1015.4  26.5  27.3 999.0 99.0 99.00
2007 10 07 10 00  88  4.8  6.0  2.23  9.09  6.25 999 1014.9  26.2  27.3 999.0 99.0 99.00
2007 10 07 11 00 117  6.3  7.7  2.14  9.09  6.21 999 1014.7  26.4  27.3 999.0 99.0 99.00
2007 10 07 12 00 120  6.7  8.3  2.17  8.33  6.15 999 1014.3  26.4  27.3 999.0 99.0 99.00
2007 10 07 13 00 113  6.3  8.1  2.24  8.33  6.09 999 1014.0  26.5  27.3 999.0 99.0 99.00
2007 10 07 14 00 112  6.6  8.3  2.13  8.33  5.91 999 1013.8  26.5  27.3 999.0 99.0 99.00
2007 10 07 15 00  97  6.7  8.1  2.32  8.33  6.02 999 1013.8  26.4  27.3 999.0 99.0 99.00
2007 10 07 16 00  85  6.5  7.8  2.10  7.69  5.80 999 1014.2  26.4  27.3 999.0 99.0 99.00
2007 10 07 17 00  77  6.6  8.1  1.96  8.33  5.61 999 1014.8  26.4  27.3 999.0 99.0 99.00
2007 10 07 18 00  70  7.5  8.7  2.33  8.33  6.11 999 1015.4  26.6  27.3 999.0 99.0 99.00
2007 10 07 19 00  61  8.1 10.1  2.09  7.69  5.73 999 1015.9  26.8  27.3 999.0 99.0 99.00
2007 10 07 20 00  76  8.5 10.4  2.16  8.33  5.77 999 1015.8  26.7  27.3 999.0 99.0 99.00
2007 10 07 21 00 104  8.5  9.9  2.18  8.33  5.58 999 1015.9  26.6  27.3 999.0 99.0 99.00
2007 10 07 22 00 102  8.1  9.8  2.07  8.33  5.50 999 1015.4  26.6  27.3 999.0 99.0 99.00
2007 10 07 23 00  90  7.2  8.6  2.48  8.33  6.05 999 1014.8  26.7  27.4 999.0 99.0 99.00
2007 10 08 00 00  88  7.6  9.2  2.46  9.09  5.81 999 1014.3  26.7  27.4 999.0 99.0 99.00
2007 10 08 01 00  90  6.6  7.9  2.47  8.33  6.02 999 1013.7  26.7  27.4 999.0 99.0 99.00
2007 10 08 02 00  88  5.7  7.0  2.27  9.09  5.88 999 1013.4  26.8  27.4 999.0 99.0 99.00
2007 10 08 03 00  81  5.5  7.1  2.66  9.09  6.17 999 1013.5  26.8  27.4 999.0 99.0 99.00
2007 10 08 04 00  68  6.4  7.7  2.36  7.69  5.85 999 1013.8  26.7  27.4 999.0 99.0 99.00
2007 10 08 05 00  62  6.9  7.8  2.22  7.69  6.02 999 1014.1  26.6  27.4 999.0 99.0 99.00
2007 10 08 06 00  53  7.3  8.4  2.25  8.33  5.85 999 1014.3  26.6  27.4 999.0 99.0 99.00
2007 10 08 07 00  65  8.2  9.4  2.18  8.33  5.73 999 1014.9  26.6  27.4 999.0 99.0 99.00
2007 10 08 08 00  60  9.0 11.0  2.30  9.09  5.82 999 1015.2  26.7  27.3 999.0 99.0 99.00
2007 10 08 09 00  60  8.4 10.6  2.25  8.33  5.62 999 1015.4  26.7  27.3 999.0 99.0 99.00
2007 10 08 10 00  70  8.3  9.4  2.34  8.33  5.55 999 1014.9  26.7  27.3 999.0 99.0 99.00
2007 10 08 11 00  81  8.0  9.4  2.05  7.69  5.41 999 1014.4  26.6  27.3 999.0 99.0 99.00
2007 10 08 12 00  83  7.0  8.3  2.25  6.67  5.60 999 1013.9  26.5  27.3 999.0 99.0 99.00
2007 10 08 13 00 102  6.2  7.7  2.19  7.14  5.62 999 1013.4  26.3  27.3 999.0 99.0 99.00
2007 10 08 14 00  92  6.3  7.4  2.24  8.33  5.83 999 1013.2  26.1  27.3 999.0 99.0 99.00
2007 10 08 15 00  85  6.1  7.2  2.15  7.69  5.66 999 1013.1  26.1  27.3 999.0 99.0 99.00
2007 10 08 16 00  72  5.3  6.6  2.15  8.33  5.72 999 1013.2  26.2  27.3 999.0 99.0 99.00
2007 10 08 17 00  71  6.2  7.5  2.01  8.33  5.61 999 1013.3  26.3  27.3 999.0 99.0 99.00
2007 10 08 18 00  56  6.0  7.5  1.82  8.33  5.34 999 1013.8  25.8  27.3 999.0 99.0 99.00
2007 10 08 19 00  80  8.2  9.5  1.72  8.33  5.47 999 1014.1  26.8  27.3 999.0 99.0 99.00
2007 10 08 20 00  77  9.7 11.4  1.93  9.09  5.41 999 1014.2  26.9  27.3 999.0 99.0 99.00
2007 10 08 21 00  79  9.4 10.9  2.08  7.14  5.33 999 1014.3  26.5  27.3 999.0 99.0 99.00
2007 10 08 22 00 102  8.6 10.3  2.09  7.14  5.29 999 1014.1  26.8  27.4 999.0 99.0 99.00
2007 10 08 23 00  99  8.1  9.4  2.31  7.69  5.72 999 1013.5  26.8  27.4 999.0 99.0 99.00
2007 10 09 00 00  94  6.7  8.0  2.49  9.09  5.86 999 1012.8  26.8  27.4 999.0 99.0 99.00
2007 10 09 01 00  95  5.9  7.5  2.21  7.14  5.75 999 1012.6  26.7  27.4 999.0 99.0 99.00
2007 10 09 02 00  80  6.1  7.6  2.05  6.67  5.74 999 1012.5  26.5  27.4 999.0 99.0 99.00
2007 10 09 03 00  50  6.1  9.2  2.36  8.33  5.94 999 1012.7  25.8  27.4 999.0 99.0 99.00
2007 10 09 04 00  60  7.3  8.5  1.93  7.69  5.44 999 1012.9  26.4  27.4 999.0 99.0 99.00
2007 10 09 05 00  65  8.1  9.6  2.03  7.69  5.50 999 1013.3  26.6  27.4 999.0 99.0 99.00
2007 10 09 06 00  62  8.6 10.2  2.00  7.14  5.43 999 1014.1  26.6  27.3 999.0 99.0 99.00
2007 10 09 07 00  68  8.2  9.9  1.91  7.14  5.14 999 1015.0  26.7  27.3 999.0 99.0 99.00
2007 10 09 08 00  78  7.1  8.9  2.00  8.33  5.41 999 1015.2  26.6  27.3 999.0 99.0 99.00
2007 10 09 09 00  79  7.3  8.6  1.83  8.33  5.31 999 1015.2  26.6  27.3 999.0 99.0 99.00
2007 10 09 10 00  86  7.2  8.6  1.93  8.33  5.44 999 1015.0  26.5  27.3 999.0 99.0 99.00
2007 10 09 11 00  84  8.3  9.8  1.90  7.14  5.40 999 1014.7  26.5  27.3 999.0 99.0 99.00
2007 10 09 12 00  87  8.0  9.3  2.02  7.69  5.34 999 1014.2  26.6  27.3 999.0 99.0 99.00
2007 10 09 13 00  83  7.3  8.8  1.92  7.69  5.48 999 1013.8  26.4  27.3 999.0 99.0 99.00
2007 10 09 14 00  93  7.0  8.4  1.97  7.69  5.36 999 1013.6  26.4  27.3 999.0 99.0 99.00
2007 10 09 15 00  97  7.4  8.7  1.89  7.69  5.46 999 1013.5  26.4  27.3 999.0 99.0 99.00
2007 10 09 16 00  90  6.8  8.2  1.85  7.14  5.41 999 1013.7  26.3  27.3 999.0 99.0 99.00
2007 10 09 17 00  88  6.9  7.9  1.83  8.33  5.36 999 1013.9  26.3  27.3 999.0 99.0 99.00
2007 10 09 18 00  73  7.2  8.8  1.73  6.67  5.08 999 1014.4  26.6  27.3 999.0 99.0 99.00
2007 10 09 19 00  78  8.6 10.1  1.73  8.33  5.13 999 1014.9  26.2  27.3 999.0 99.0 99.00
2007 10 09 20 00  71  9.4 11.0  1.81  8.33  5.06 999 1015.2  26.6  27.3 999.0 99.0 99.00
2007 10 09 21 00  74  8.4 10.0  1.92  5.88  5.01 999 1015.2  26.7  27.3 999.0 99.0 99.00
2007 10 09 22 00  78  7.7  9.2  1.88  6.67  5.06 999 1014.8  26.8  27.4 999.0 99.0 99.00
2007 10 09 23 00 117  7.7  9.4  1.89  7.14  5.07 999 1014.5  26.7  27.4 999.0 99.0 99.00
2007 10 10 00 00 118  7.4  9.3  1.97  7.69  5.26 999 1014.0  26.7  27.4 999.0 99.0 99.00
2007 10 10 01 00 103  6.7  7.8  1.88  7.14  5.21 999 1013.3  26.8  27.4 999.0 99.0 99.00
2007 10 10 02 00  93  6.6  7.3  1.99  6.25  5.51 999 1013.3  26.8  27.4 999.0 99.0 99.00
2007 10 10 03 00  76  6.7  8.6  2.06  6.67  5.23 999 1013.7  25.8  27.4 999.0 99.0 99.00
2007 10 10 04 00  78  8.0  9.7  2.05  6.67  5.32 999 1014.2  26.8  27.4 999.0 99.0 99.00
2007 10 10 05 00  88  8.8 10.2  2.04  7.69  5.24 999 1014.8  26.9  27.3 999.0 99.0 99.00
2007 10 10 06 00  90  8.8 10.8  2.09  8.33  5.14 999 1015.7  26.9  27.3 999.0 99.0 99.00
2007 10 10 07 00  94  9.2 11.0  2.04  7.69  5.29 999 1016.5  26.9  27.3 999.0 99.0 99.00
2007 10 10 08 00  80  8.6 10.3  2.11  6.67  5.15 999 1016.8  26.8  27.3 999.0 99.0 99.00
2007 10 10 09 00  85  8.7 10.1  2.07  7.14  5.44 999 1016.9  26.8  27.3 999.0 99.0 99.00
2007 10 10 10 00  83  8.0  9.5  2.09  7.69  5.45 999 1016.8  26.8  27.3 999.0 99.0 99.00
2007 10 10 11 00  87  7.6  9.0  2.07  7.69  5.29 999 1016.3  26.6  27.3 999.0 99.0 99.00
2007 10 10 12 00  94  7.2  9.0  1.94  7.69  5.22 999 1015.6  26.6  27.3 999.0 99.0 99.00
2007 10 10 13 00 103  7.6  8.7  2.01  7.69  5.56 999 1015.2  26.6  27.3 999.0 99.0 99.00
2007 10 10 14 00  97  7.3  8.8  1.93  7.69  5.57 999 1015.0  26.6  27.3 999.0 99.0 99.00
2007 10 10 15 00  98  8.3 10.1  1.88  8.33  5.40 999 1015.0  26.7  27.3 999.0 99.0 99.00
2007 10 10 16 00  98  9.0 11.1  2.00  6.67  5.23 999 1015.1  26.8  27.3 999.0 99.0 99.00
2007 10 10 17 00  99  9.4 11.1  2.11  8.33  5.36 999 1015.3  26.8  27.3 999.0 99.0 99.00
2007 10 10 18 00 101  8.7 10.8  2.24  8.33  5.29 999 1015.9  26.8  27.3 999.0 99.0 99.00
2007 10 10 19 00  87  9.4 10.8  2.20  7.69  5.17 999 1016.9  26.9  27.3 999.0 99.0 99.00
2007 10 10 20 00  96  9.1 10.4  2.14  7.69  5.32 999 1017.5  26.9  27.3 999.0 99.0 99.00
2007 10 10 21 00 100  7.6  8.8  2.10  7.14  5.46 999 1017.6  27.0  27.3 999.0 99.0 99.00
2007 10 10 22 00  98  6.9  8.5  2.13  6.25  5.38 999 1017.2  27.1  27.3 999.0 99.0 99.00
2007 10 10 23 00 100  7.2  8.6  2.05  7.69  5.49 999 1016.5  27.0  27.4 999.0 99.0 99.00
2007 10 11 00 00  98  7.1  8.5  2.14  7.69  5.53 999 1015.8  27.0  27.4 999.0 99.0 99.00
2007 10 11 01 00  97  8.2  9.4  2.00  6.67  5.31 999 1015.4  26.9  27.4 999.0 99.0 99.00
2007 10 11 02 00  95  7.2  8.4  2.14  7.69  5.48 999 1015.5  27.0  27.4 999.0 99.0 99.00
2007 10 11 03 00  96  6.9  8.0  1.97  7.69  5.35 999 1015.8  26.9  27.4 999.0 99.0 99.00
2007 10 11 04 00  92  7.0  8.4  2.02  7.14  5.60 999 1016.2  26.9  27.4 999.0 99.0 99.00
2007 10 11 05 00  84  6.4  7.5  1.94  7.14  5.54 999 1016.7  26.8  27.3 999.0 99.0 99.00
2007 10 11 06 00  76  6.6  7.8  1.87  6.67  5.55 999 1017.4  26.8  27.3 999.0 99.0 99.00
2007 10 11 07 00  76  7.2  8.7  1.87  6.67  5.37 999 1017.9  26.7  27.3 999.0 99.0 99.00
2007 10 11 08 00  96  6.6  8.0  1.79  6.67  5.35 999 1018.3  26.4  27.3 999.0 99.0 99.00
2007 10 11 09 00  93  5.2  6.4  1.74 13.79  5.48 999 1018.4  26.2  27.3 999.0 99.0 99.00
2007 10 11 10 00  79  7.9  9.6  1.90 13.79  5.66 999 1017.7  26.6  27.3 999.0 99.0 99.00
2007 10 11 11 00  76  7.6  8.9  1.72  8.33  5.15 999 1017.3  26.7  27.3 999.0 99.0 99.00
2007 10 11 12 00  66  6.7  7.9  1.85  6.67  5.34 999 1016.7  26.5  27.3 999.0 99.0 99.00
2007 10 11 13 00  64  6.1  7.7  1.84  7.14  5.39 999 1016.2  26.4  27.3 999.0 99.0 99.00
2007 10 11 14 00  80  7.1  8.6  1.75  7.14  5.37 999 1015.9  26.5  27.3 999.0 99.0 99.00
2007 10 11 15 00  78  7.3  8.7  1.74 13.79  5.52 999 1015.6  26.3  27.2 999.0 99.0 99.00
2007 10 11 16 00  80  7.4  8.4  1.64 13.79  5.35 999 1015.6  26.4  27.2 999.0 99.0 99.00
2007 10 11 17 00  70  6.9  8.1  1.82  6.25  5.46 999 1016.2  26.3  27.2 999.0 99.0 99.00
2007 10 11 18 00  59  7.3  8.9  1.63  6.67  4.87 999 1016.8  26.4  27.3 999.0 99.0 99.00
2007 10 11 19 00  76  8.4  9.8  1.75  7.69  5.03 999 1017.4  26.1  27.3 999.0 99.0 99.00
2007 10 11 20 00  68  8.0  9.3  1.75 12.90  4.94 999 1017.8  26.4  27.3 999.0 99.0 99.00
2007 10 11 21 00  59  9.2 11.2  1.78  6.25  4.86 999 1017.9  25.6  27.3 999.0 99.0 99.00
2007 10 11 22 00  49  7.6  9.7  1.73  6.25  4.85 999 1017.4  26.0  27.3 999.0 99.0 99.00
2007 10 11 23 00  55  7.5  8.8  1.80  6.67  5.14 999 1016.7  26.1  27.3 999.0 99.0 99.00
2007 10 12 00 00  53  6.7  8.0  1.77  6.67  5.11 999 1016.0  26.2  27.4 999.0 99.0 99.00
2007 10 12 01 00  58  8.0  9.3  1.73 12.90  5.19 999 1015.2  26.4  27.4 999.0 99.0 99.00
2007 10 12 02 00  62  7.2  8.3  1.71  6.25  4.98 999 1014.9  26.4  27.4 999.0 99.0 99.00
2007 10 12 03 00  60  6.8  8.1  1.80  6.25  5.18 999 1014.9  26.4  27.4 999.0 99.0 99.00
2007 10 12 04 00  58  7.2  8.7  1.68  7.14  5.09 999 1015.2  26.4  27.3 999.0 99.0 99.00
2007 10 12 05 00  60  7.5  8.9  1.58  7.14  4.97 999 1015.5  26.3  27.3 999.0 99.0 99.00
2007 10 12 06 00  68  7.6  9.0  1.77  6.67  5.05 999 1015.9  26.4  27.3 999.0 99.0 99.00
2007 10 12 07 00  66  6.9  8.6  1.72  6.67  5.17 999 1016.3  26.3  27.3 999.0 99.0 99.00
2007 10 12 08 00  57  8.9 10.6  1.75  6.67  5.05 999 1016.4  26.3  27.3 999.0 99.0 99.00
2007 10 12 09 00  57  8.2  9.6  1.71  6.67  4.89 999 1016.2  26.2  27.3 999.0 99.0 99.00
2007 10 12 10 00  59  8.1  9.7  1.71  6.67  4.96 999 1015.8  26.2  27.3 999.0 99.0 99.00
2007 10 12 11 00  60  8.4 10.1  1.71 12.12  4.97 999 1015.4  26.1  27.3 999.0 99.0 99.00
2007 10 12 12 00  61  7.5  9.0  1.86 12.90  5.37 999 1015.0  26.1  27.2 999.0 99.0 99.00
2007 10 12 13 00  69  7.7  9.0  1.64  6.67  5.16 999 1014.3  26.1  27.2 999.0 99.0 99.00
2007 10 12 14 00  65  7.4  9.3  1.69  5.88  5.19 999 1013.8  26.1  27.2 999.0 99.0 99.00
2007 10 12 15 00  64  7.2  8.3  1.70 11.43  5.21 999 1013.7  26.1  27.2 999.0 99.0 99.00
2007 10 12 16 00  54  7.5  9.1  1.69  7.14  5.08 999 1013.8  26.2  27.2 999.0 99.0 99.00
2007 10 12 17 00  65  7.2  8.6  1.73  6.25  5.12 999 1014.0  26.2  27.2 999.0 99.0 99.00
2007 10 12 18 00  62  7.3  8.4  1.76  8.33  5.28 999 1014.5  26.4  27.2 999.0 99.0 99.00
2007 10 12 19 00  62  7.0  8.6  1.69  5.88  5.10 999 1015.0  26.4  27.2 999.0 99.0 99.00
2007 10 12 20 00  71  6.9  9.0  1.76  8.33  5.34 999 1015.2  26.6  27.3 999.0 99.0 99.00
2007 10 12 21 00  81  7.8  9.3  1.66  9.09  5.05 999 1015.1  26.8  27.3 999.0 99.0 99.00
2007 10 12 22 00  85  5.8  6.9  1.62  6.25  5.08 999 1014.6  26.7  27.3 999.0 99.0 99.00
2007 10 12 23 00  90  5.8  7.0  1.59  6.67  5.12 999 1014.0  26.8  27.4 999.0 99.0 99.00
2007 10 13 00 00  73  6.8  8.2  1.62  6.67  5.18 999 1013.2  26.7  27.4 999.0 99.0 99.00
2007 10 13 01 00  72  5.3  6.6  1.72  7.14  5.30 999 1012.6  26.5  27.4 999.0 99.0 99.00
2007 10 13 02 00  55  6.5  7.7  1.53  5.88  4.92 999 1012.7  26.3  27.4 999.0 99.0 99.00
2007 10 13 03 00  70 10.2 12.8  1.52 14.81  5.21 999 1012.9  25.7  27.4 999.0 99.0 99.00
2007 10 13 04 00  70  5.3  6.6  1.55  7.14  5.39 999 1013.2  25.7  27.3 999.0 99.0 99.00
2007 10 13 05 00  67  8.0  9.6  1.60 12.90  5.33 999 1013.3  26.3  27.3 999.0 99.0 99.00
